municipality,barangay,year,season,rain_m1,rain_m2,rain_m3,rain_m4,rain_m5,rain_m6,temp_m1,temp_m2,temp_m3,temp_m4,temp_m5,temp_m6,humid_m1,humid_m2,humid_m3,humid_m4,humid_m5,humid_m6,ndvi_m1,ndvi_m2,ndvi_m3,ndvi_m4,ndvi_m5,ndvi_m6,evi_m1,evi_m2,evi_m3,evi_m4,evi_m5,evi_m6,ndwi_m1,ndwi_m2,ndwi_m3,ndwi_m4,ndwi_m5,ndwi_m6,vv_m1,vv_m2,vv_m3,vv_m4,vv_m5,vv_m6,vh_m1,vh_m2,vh_m3,vh_m4,vh_m5,vh_m6,ndvi_present,s1_present,yield_mt_ha
City of Cabuyao,Pulo,2021,Dry,113.8,76.6,76.3,16.6,106.8,261.1,24.2,24.31,25.8,27.11,28.24,27.27,85.41,84.6,83.45,74.34,78.01,83.31,0.34048147794445577,0.39090915536682,-0.00029708451399093725,0.3019940449561543,0.2760127497940796,0.3754088132794021,0.28091187147220203,0.29429926556339936,-0.0028404548926197954,0.2797832048026976,0.21201675915090767,0.49426184866676315,-0.3390961872350556,-0.39142768909080117,0.011402946815866493,-0.2853969261370366,-0.31352389634313876,-0.3069981658472183,-3.597437445920588,-2.862115830700816,-3.9985263414212837,-3.8652352177588947,-4.231510928306928,-3.3715186229806378,-13.011592476637718,-12.42958328853356,-13.437440774844458,-13.457367666589862,-13.778274018255315,-13.066287748110469,6,6,4.71
City of Cabuyao,Sala,2021,Dry,108.6,91.9,63.2,22.2,79.8,231.7,25.38,25.47,27.02,28.18,29.1,28.23,81.79,80.95,78.73,70.69,75.07,81.29,0.3902856392809942,0.47400396744314643,0.06328329304233193,0.34107384545468267,0.339187403797748,0.3827700740888264,0.30825594250730276,0.3240605837495943,0.23909103590995073,0.3618875664864117,0.22642585000244714,0.47550430864581356,-0.33825581818068773,-0.4377023361410739,-0.022704315604642034,-0.32238455638724123,-0.35392275953633173,-0.30290738362001934,-6.289581773009327,-5.5082176904595075,-6.775621886417976,-6.758281387319108,-6.930840810641202,-6.226363951318521,-12.996127911284542,-12.477244736573486,-13.56136773122587,-13.478690511423295,-13.769193626091113,-13.14289311163568,6,6,4.82
City of Cabuyao,San Isidro,2021,Dry,113.8,76.6,76.3,16.6,106.8,261.1,24.91,25.01,26.5,27.81,28.94,27.97,85.5,84.67,83.51,74.45,78.11,83.39,0.4607303690809683,0.5273378415825146,0.0017391304718330503,0.5229620946383527,0.3972573757646919,0.43202050388919494,0.38510526215518903,0.3856496986123356,0.002697400748729706,0.5226112997029415,0.3067277552732869,0.48031215261164895,-0.43247114604431697,-0.5059517955842578,0.04101710394024849,-0.46112613476697334,-0.4168699530518618,-0.342033774032564,-5.2538439855779355,-4.536364928740493,-5.751932267306853,-5.571621428459177,-5.864392019026376,-5.372534774569647,-13.082562237144897,-12.314253487077973,-13.219537333075449,-13.05248104583231,-13.31368376419526,-13.225079883975626,6,6,4.97
City of Cabuyao,Baclaran,2023,Wet,338.5,96.5,344.9,169.9,85.3,38.3,28.29,28.45,27.99,27.9,27.5,26.99,81.35,80.36,83.33,81.92,81.48,82.51,,0.4085738163963453,0.5676875237670006,0.47121717491298,,,,0.43457554242527235,0.39201673596354303,0.3770502315329748,,,,-0.3381302746554803,-0.5339896093812917,-0.4540962053140961,,,-6.382564272363153,-6.733267183991762,-6.340719475853801,-5.801298055622266,-6.190807075594289,-6.504477998077042,-12.420132920268085,-12.311713083233876,-11.498373621656842,-10.77554812834901,-11.429176300589091,-11.97814065310757,3,6,4.59
City of Cabuyao,Banaybanay,2023,Wet,302.7,76.7,279.8,133.9,85.4,51.6,27.67,28.25,27.34,27.19,27.07,26.75,85.02,80.13,87.39,85.94,82.5,82.33,0.42101132226452875,0.30069780772504334,0.474327647418903,0.43511888880248833,,0.38201265249933525,0.3470964729504684,0.4110156161181393,0.3103029262600797,0.3902183452019654,,0.4398451862590654,-0.404250625670032,-0.24162998344777087,-0.46214865203620414,-0.40294564300737606,,-0.3376152281250272,-5.73396446982189,-6.310650761603278,-5.753227987809259,-5.320871094246847,-5.714817149072157,-5.751867895021056,-11.485143129348906,-11.929892977210512,-11.363716203650794,-10.968720531008799,-11.151200564184013,-11.455503107210586,5,6,5.76
City of Cabuyao,Bigaa,2023,Wet,338.5,96.5,344.9,169.9,85.3,38.3,27.94,28.09,27.63,27.55,27.14,26.63,81.31,80.29,83.28,81.88,81.44,82.48,0.5460603337164072,0.42135735716183825,0.6157166982485814,0.41445001079500016,,,0.41326896526806806,0.44862080067408444,0.42812875840764664,0.37347704877064236,,,-0.4938553809118819,-0.3446058987250083,-0.5507725269535011,-0.38063175286737866,,,-5.991194912995076,-6.195283287257822,-5.736907151123707,-5.382524753265613,-5.801429785296428,-6.045630285913968,-12.322222129153342,-12.433484948809916,-11.90917742441295,-11.384674672393885,-11.600558002570494,-11.89393360710503,4,6,4.72
City of Cabuyao,Butong,2023,Wet,338.5,96.5,344.9,169.9,85.3,38.3,27.94,28.09,27.63,27.55,27.14,26.63,81.31,80.29,83.28,81.88,81.44,82.48,0.45818253515744467,0.3360451615257809,0.5173069721938366,0.4273962170464238,,,0.3463821227728356,0.34181174969987144,0.3597647481097554,0.3743271576294397,,,-0.4383376265503578,-0.27484772420707376,-0.485491091470941,-0.3854420585115232,,,-6.298117626572559,-6.570482469917725,-6.12025392739533,-5.719654329747087,-6.0986166370328805,-6.077764607335368,-12.137821983000888,-12.099457104190801,-11.679856800677083,-11.138660790717152,-11.134620544117732,-11.323248235328958,4,6,4.95
City of Cabuyao,Gulod,2023,Wet,338.5,96.5,344.9,169.9,85.3,38.3,28.3,28.45,27.99,27.91,27.51,27.0,81.35,80.36,83.33,81.92,81.48,82.51,,0.38787447188242213,0.5928393552386898,0.4738142797922083,,,,0.4213122397597936,0.3971304538871518,0.37687847970426663,,,,-0.286606437723896,-0.5300540921850666,-0.4392884411015593,,,-7.364087075260097,-7.6366282124118445,-7.0806205649369955,-6.593246420315759,-6.734722777689404,-6.713030281574338,-13.613116146918296,-13.524307088510376,-12.619811548837625,-12.042418299743396,-12.063136082643364,-12.405005584815974,3,6,4.56
City of Cabuyao,Mamatid,2023,Wet,302.7,76.7,279.8,133.9,85.4,51.6,27.72,28.3,27.43,27.26,27.13,26.82,85.03,80.14,87.4,85.95,82.51,82.33,0.380628857753746,0.31474314295288547,0.42202804403719046,0.38736685368334206,,0.40316319181699695,0.18244165003056306,0.36665066351703296,0.296513513696112,0.30414185378445086,,0.42437320940161544,-0.3874144996731648,-0.2958528253519811,-0.4489229892609319,-0.401538081149799,,-0.3864841026252857,-4.85882778290596,-5.267837700676504,-5.059506739227654,-4.581524956360937,-4.9503958112453335,-4.959318148130575,-10.394708551088284,-10.65802229151917,-10.462576533693856,-9.958936222366836,-10.137446425317425,-10.355754986355853,5,6,4.65
City of Cabuyao,Marinig,2023,Wet,338.5,96.5,344.9,169.9,85.3,38.3,27.94,28.09,27.63,27.55,27.14,26.63,81.31,80.29,83.28,81.88,81.44,82.48,0.486469257520965,0.3375840390577214,0.5029183618753543,0.42257903388941614,,,0.3489416660791428,0.3611004490222709,0.3408921184154459,0.34755125713206814,,,-0.44194346656877315,-0.2575200795839258,-0.46950805258139267,-0.40543693244033474,,,-6.672166283204016,-6.824007927777647,-6.639094255974664,-5.886484144594255,-6.060498459261028,-6.039296195700192,-12.275836675094123,-12.234603982037546,-11.687403937445136,-10.837207765701837,-10.914100198056804,-11.213182267732336,4,6,4.68
City of Cabuyao,Niugan,2023,Wet,338.5,96.5,344.9,169.9,85.3,38.3,28.25,28.39,27.93,27.85,27.45,26.94,81.35,80.35,83.33,81.92,81.48,82.51,0.4901508058534104,0.3683457187471313,0.5090035290461624,0.300560035922698,,,0.38106726511419625,0.4720182736486543,0.35096533137766955,0.2829482969428812,,,-0.43640556960412386,-0.28858614887762585,-0.4743897700166943,-0.2814443165644609,,,-6.636287838054423,-7.19361234456529,-6.3068698413557716,-5.587131683452828,-5.749957252315122,-5.643404111262102,-12.404525654531954,-12.79316359298483,-11.800231618718074,-11.27736805600046,-11.272743425612308,-11.417192139221706,4,6,4.55
City of Cabuyao,Pulo,2023,Wet,302.7,76.7,279.8,133.9,85.4,51.6,26.99,27.56,26.67,26.52,26.39,26.06,84.94,80.02,87.32,85.87,82.43,82.26,0.3767144485125185,0.3674813651494964,0.4091316190228544,0.4558879518210632,,0.35406966352004654,-0.3411291389634686,0.5169915764126927,0.3492181613531269,0.45874242060980636,,0.3202933339207901,-0.3648404013119118,-0.2952818177537942,-0.39882491972506023,-0.4161400939365587,,-0.3513845020678598,-5.217750686751738,-5.745000853158637,-5.358584567220633,-4.912201547168529,-5.34475544441196,-5.274742116748683,-10.786547282944062,-11.195654613513216,-10.811301888858727,-10.481519824724593,-10.562258272569878,-10.77552767184541,5,6,2.81
City of Cabuyao,Sala,2023,Wet,338.5,96.5,344.9,169.9,85.3,38.3,28.23,28.38,27.92,27.84,27.42,26.92,81.35,80.35,83.33,81.92,81.47,82.51,0.4583964680795939,0.40660666966431985,0.49296939433513853,0.3800766982860766,,,0.3108890536824435,0.5377471560751667,0.3150900181971315,0.3424827240845635,,,-0.408563138562925,-0.3174939070572118,-0.44598502661257805,-0.33141447980108324,,,-5.932446046106832,-6.411037917273068,-5.9033787811874765,-5.520423743251187,-5.882840797232215,-5.9626323916144734,-11.667653101184676,-11.974063627741318,-11.517404556895052,-11.158663798941458,-11.476653675274392,-11.684379502592384,4,6,4.04
City of Cabuyao,San Isidro,2023,Wet,302.7,76.7,279.8,133.9,85.4,51.6,27.69,28.26,27.37,27.22,27.09,26.76,85.03,80.13,87.39,85.94,82.5,82.33,0.46071951611583806,0.5188101867204211,0.536477483293424,0.5793397043913399,,0.3364799054006784,0.40961132905280373,0.6431413446142892,0.3675546092367129,0.5072596980429281,,0.3194140500375308,-0.4504318116468224,-0.40815088288385587,-0.515762582072742,-0.5207638568087337,,-0.3439411539804291,-5.777277258251473,-6.2504162413866275,-5.69632003889876,-5.173092359690172,-5.559014192342447,-5.662584628292558,-11.693783123585174,-11.846057334032006,-11.193913787623345,-10.92677535698368,-11.127713683672615,-11.550152891133875,5,6,4.04
City of Cabuyao,Baclaran,2024,Dry,6.8,10.2,25.7,12.0,252.1,337.7,25.88,26.2,26.73,28.76,29.33,28.72,79.21,79.12,79.8,77.19,78.62,81.76,0.314955324179181,0.5434473124621949,0.4618827377157428,0.4223032418465208,,0.5004861431707317,0.2408039498510607,0.38710674551103713,0.3374860191270075,0.32437156962307473,,0.4628824482040769,-0.36630805169892744,-0.5231360453617696,-0.44896584296457537,-0.45326401303264424,,-0.4608776602658155,-6.891681347527272,-6.813501437537702,-6.924870111591514,-7.445562424493709,-7.254547098375538,-6.747069027646678,-12.478338689390217,-11.994865129928575,-11.943990196408695,-12.656677297059758,-12.482260295686086,-11.893755002492938,5,6,4.81
City of Cabuyao,Bigaa,2024,Dry,6.8,10.2,25.7,12.0,252.1,337.7,25.53,25.84,26.37,28.42,28.97,28.37,79.17,79.08,79.74,77.15,78.57,81.73,-0.054445210844278336,0.5096169049715882,0.43336057196666,0.4392767258006964,,0.5249313141734375,-0.0355551540851593,0.3734461780577237,0.32622763512990893,0.32218149481761094,,0.5576139795929824,0.04223385825753212,-0.5041848254313417,-0.4249049411768001,-0.473049456494887,,-0.4588212181736294,-6.379655129848274,-6.522267118171311,-6.671236041035345,-6.840763127212353,-6.755712314189891,-6.073822035848403,-12.209854595917431,-12.410456091925145,-12.303445461345747,-12.790174884670094,-12.59962977761007,-12.008314483533715,5,6,4.7
City of Cabuyao,Butong,2024,Dry,6.8,10.2,25.7,12.0,252.1,337.7,25.53,25.84,26.37,28.42,28.97,28.37,79.17,79.08,79.74,77.15,78.57,81.73,,0.5023935396524989,0.4336959381926992,0.42147096870121115,,0.4628210131025812,,0.3862759754834374,0.3318763311908311,0.32186095053352815,,0.48020494600654146,,-0.49341956273757637,-0.43352676757565006,-0.47001417325873607,,-0.3864646303700283,-6.264601237189452,-6.302333920269563,-6.353954111597918,-6.45912391414607,-6.617330487689076,-6.200074707847291,-11.542959967489857,-11.616876785362555,-11.40891774411864,-11.847270836825514,-11.828576565610994,-11.41454328603993,4,6,6.0
City of Cabuyao,Gulod,2024,Dry,6.8,10.2,25.7,12.0,252.1,337.7,25.88,26.21,26.74,28.77,29.34,28.73,79.21,79.12,79.8,77.19,78.62,81.76,0.4770514905318391,0.49519532799729055,0.41366873160281575,0.35248546005902026,,0.46136300429853266,0.39165440114661365,0.36851403641917985,0.30968321222566136,0.2704168134993417,,0.3749279704145883,-0.46978512929278843,-0.4855028691895483,-0.4177717446597784,-0.4128466919526109,,-0.41470644741630247,-7.171931817389805,-7.378498423946742,-7.627305005666188,-7.990418209898485,-8.281608913923192,-7.216074134169465,-12.676462796172407,-12.910236942824474,-12.839035412236008,-13.707659628444688,-13.829322595031725,-12.970668443087776,5,6,4.36
City of Cabuyao,Mamatid,2024,Dry,8.3,14.0,30.1,31.7,246.1,320.8,26.02,26.54,27.18,29.47,29.62,28.12,76.24,75.13,75.36,71.9,76.52,86.68,0.4343637196623065,0.37355732437377276,0.32327512107789796,0.31097188736409487,,0.36575179007407776,0.32996247757663133,0.24349627989641665,0.2138077786224491,0.20131388732034805,,0.3879331887251726,-0.43622811913582277,-0.426353242298242,-0.3646821884549984,-0.3777570392770196,,-0.37641662203598186,-5.631278755476588,-5.6169352438104925,-5.841459303129049,-5.871925833365086,-5.814653605426036,-5.420539178945169,-10.686792818598136,-10.68996857044709,-10.667802295715347,-10.969246212551536,-10.808447896887762,-10.347500627868992,5,6,2.06
City of Cabuyao,Marinig,2024,Dry,6.8,10.2,25.7,12.0,252.1,337.7,25.53,25.84,26.37,28.42,28.97,28.37,79.17,79.08,79.74,77.15,78.57,81.73,0.4295339184499968,0.4425187506886722,0.39319570201196086,0.43037370775693057,,0.44637249688799613,0.3570039814703451,0.32366485699466485,0.29581760720829203,0.33068234372926236,,0.37359926451539816,-0.4180153884979138,-0.45333509641415004,-0.40788528505626614,-0.4633184784820443,,-0.41820654791138023,-6.309567220489842,-6.589957521929082,-6.950933759337595,-6.864431967697753,-6.98297196059246,-6.571828797506991,-11.41401825611112,-11.638386827520835,-11.654518047615735,-12.020007212377333,-11.752288327221311,-11.629211508360262,5,6,4.87
City of Cabuyao,Baclaran,2024,Wet,445.0,275.9,307.0,308.7,62.4,189.7,27.78,28.2,27.96,27.86,27.84,26.52,83.77,83.02,83.93,82.52,81.69,84.79,0.3025107773929602,0.38841577205127786,0.5141593535068506,0.5347706340650507,0.418375752225677,0.46706687544733627,0.2939134471879231,0.38730205597262257,0.3661801321962619,0.38643047391220914,0.3000367616131072,0.34110953775631403,-0.28127743706674047,-0.3321525300538976,-0.48228655497007705,-0.5078855114378672,-0.4301784501744477,-0.4578594421277597,-4.90265547432181,-6.6106175938621154,-6.5596974001596084,-6.495188832898346,-6.680316249152118,-5.602647249592059,-13.593378684583344,-12.168051598117005,-12.079440816398835,-11.453974485521673,-12.047941833048405,-10.973600687845932,6,6,4.06
City of Cabuyao,Banaybanay,2024,Wet,431.0,253.6,309.2,294.0,81.3,204.4,27.06,27.55,27.35,27.07,27.53,25.97,88.63,86.83,86.8,86.81,82.26,87.31,0.03932601337631544,0.3952942946543345,0.4706869505829113,0.44768620746865473,0.43364540360615683,0.41455031567440953,0.15813597540060678,0.36830121311506414,0.33285849657288136,0.33275694766485714,0.30203319421861463,0.2949300113750967,0.0009527706230680151,-0.3638113878813723,-0.45061034173705744,-0.44032824883561394,-0.43037174685134727,-0.3995427545574123,-4.013714928522528,-5.67330901139756,-6.199405777469461,-5.69636226982181,-6.594984974273115,-5.281977159201534,-13.436568866487503,-11.182391978488747,-11.682817512353477,-10.998211411281817,-11.998287046653521,-10.841521535284434,6,6,4.12
City of Cabuyao,Bigaa,2024,Wet,445.0,275.9,307.0,308.7,62.4,189.7,27.43,27.86,27.6,27.49,27.47,26.18,83.7,82.99,83.88,82.46,81.65,84.76,,0.45900634986566113,0.6062492260707494,0.5803071313639625,0.49643611791855596,0.5376266559541075,,0.4036718167370682,0.4240716845564776,0.4341903005622598,0.3692515428730364,0.4210704469389057,,-0.4001770346314182,-0.5433180391967606,-0.533338204752352,-0.4826767004228013,-0.4838794864096381,-5.74967684902045,-5.75411069345588,-5.9446190063853175,-6.002562404805686,-6.400002954280636,-5.428300825999819,-13.246499624072893,-11.78761673844163,-12.168954063375478,-11.722693839068468,-12.413499258545881,-11.402871249815252,5,6,3.83
City of Cabuyao,Butong,2024,Wet,445.0,275.9,307.0,308.7,62.4,189.7,27.43,27.86,27.6,27.49,27.47,26.18,83.7,82.99,83.88,82.46,81.65,84.76,,0.38182117058070825,0.47523480436986076,0.5106128560938137,0.4291621975489099,0.6433519522794694,,0.31487978898654373,0.32442919107785395,0.3825555467456402,0.36021830251799636,0.5883678620295237,,-0.34220575385076984,-0.44424731642307785,-0.4801743049531069,-0.41449118244530625,-0.5258797557908108,-6.158776221333399,-6.094527961159208,-6.4762694395976546,-6.331032052676585,-6.759741337251128,-5.943532939926043,-12.853304928365663,-11.501561492432696,-12.160773438924494,-11.810517326838342,-12.123830061371864,-11.110958544496002,5,6,3.61
City of Cabuyao,Gulod,2024,Wet,445.0,275.9,307.0,308.7,62.4,189.7,27.79,28.21,27.96,27.86,27.84,26.54,83.77,83.02,83.93,82.52,81.69,84.79,0.3354625579609422,0.41431668305615016,0.5990906258284494,0.5476561947200596,0.42780191860395417,0.44180844057268753,0.31350268012947485,0.37467317613849793,0.40158896935922006,0.4228754826621196,0.33409295515131776,0.3239615400361716,-0.2795561362422572,-0.3622224855531822,-0.531635898713561,-0.5005738327229332,-0.4169044037115578,-0.4177326496733649,-6.775238432808701,-7.385364324537302,-7.626323179478717,-7.167543130312186,-7.300411856449547,-6.71425874035929,-15.220305647602581,-13.037123062815196,-13.117456968158857,-12.30153394963039,-13.214976848544778,-12.6063915164283,6,6,3.8
City of Cabuyao,Mamatid,2024,Wet,431.0,253.6,309.2,294.0,81.3,204.4,27.14,27.65,27.41,27.15,27.58,26.03,88.63,86.85,86.81,86.83,82.28,87.32,0.31976545895671865,0.24689020824835117,0.41556871715474347,0.4107757434056858,0.36914376959487805,0.38645861964805006,0.30848030867216736,0.2711166698777689,0.28622912916233706,0.32249057934502334,0.2510460508226994,0.25767995708141483,-0.3102661234101206,-0.26052298490342335,-0.4342405010657851,-0.43760878697962813,-0.40978505818866595,-0.4120391400676359,-2.7593280982707613,-4.940023490495937,-5.179333524583563,-5.050944681591225,-5.654511720959038,-4.5080952901822045,-11.733128638159087,-10.275778977908907,-10.539171265569035,-10.156401884077736,-10.643521055023422,-9.71488307796823,6,6,3.85
City of Cabuyao,Marinig,2024,Wet,445.0,275.9,307.0,308.7,62.4,189.7,27.43,27.86,27.6,27.49,27.47,26.18,83.7,82.99,83.88,82.46,81.65,84.76,0.31844777187190787,0.3945922068560143,0.4840074474567855,0.4467736198563966,0.3748045503996873,0.3888088812828013,0.3095011207280576,0.34519715594535005,0.3375112094062112,0.33809661241239547,0.3014351747912994,0.30787349146269044,-0.28073068395041045,-0.3594061333534196,-0.4575376273186725,-0.4394926101271692,-0.37888969374059855,-0.3794991049408374,-5.758115668444899,-6.614331604209853,-6.964662366718229,-6.7888397071905064,-7.10342138457995,-6.12764441320199,-13.139059262314618,-11.459684693220783,-11.857559125686056,-11.50862030056154,-12.34101453077889,-11.19242759959866,6,6,3.76
City of Cabuyao,Niugan,2024,Wet,445.0,275.9,307.0,308.7,62.4,189.7,27.73,28.16,27.91,27.8,27.77,26.48,83.76,83.02,83.92,82.51,81.68,84.79,,0.394763872933574,0.5169006950616422,0.49590766920585744,0.5393299299926987,0.5319985398387824,,0.3755733373439262,0.37805610426597336,0.36654603122439927,0.42314053763547527,0.4436539621501494,,-0.3546128574446456,-0.474525859465602,-0.46384108573086635,-0.5006984754507912,-0.48332468518798094,-5.452350385756039,-6.472191690792041,-6.804418078202488,-6.0710501732319555,-6.514221420070426,-5.161639718623273,-13.796648938085214,-12.012871365816496,-12.385739710514201,-11.446754524634283,-12.077006079615657,-10.81147964818623,5,6,3.66
City of Cabuyao,Pulo,2024,Wet,431.0,253.6,309.2,294.0,81.3,204.4,26.38,26.87,26.67,26.38,26.84,25.29,88.57,86.77,86.73,86.74,82.18,87.26,0.36295823338958955,0.43708983076690916,0.39678563076991996,0.4141731353481763,0.3268184926820217,0.36975152856744964,0.3523573850591977,0.40792097500639,0.34967001519103547,0.31412151144272843,0.2629842442113449,0.29126077671932915,-0.3257073205378321,-0.38470740146026383,-0.3875851693813992,-0.41289968985463926,-0.33617426256719246,-0.35536286437634196,-2.866287986255641,-5.079675812523285,-5.6391971593465025,-5.121977871551738,-5.998405551701879,-4.812199256263348,-12.515879054540687,-10.576396959876115,-11.098665229202552,-10.494909644614436,-11.201912079387698,-10.177000288622525,6,6,3.92
City of Cabuyao,Sala,2024,Wet,445.0,275.9,307.0,308.7,62.4,189.7,27.72,28.15,27.89,27.79,27.77,26.46,83.74,83.02,83.92,82.51,81.68,84.78,,0.3524773089467958,0.4623360763481582,0.45159373345498427,0.4386323428078385,0.3829676836959078,,0.33383427892622236,0.33046936120888354,0.33215508747850114,0.34907431267664735,0.36605297917874413,,-0.31717162980222025,-0.42017801080606815,-0.4167090903589812,-0.4077701982859203,-0.3409401013314975,-5.585887671792091,-5.73539012366571,-6.195139508466127,-5.87452529517893,-6.486410909132728,-5.303265270752547,-12.594872753587735,-11.324951714974594,-11.93913410805976,-11.383162824784868,-12.093691565424765,-10.991494933142853,5,6,3.67
City of Cabuyao,San Isidro,2024,Wet,431.0,253.6,309.2,294.0,81.3,204.4,27.08,27.57,27.37,27.08,27.54,25.99,88.63,86.84,86.8,86.82,82.27,87.31,0.3872322900403891,0.520329046987256,0.551911266593655,0.4994302893753694,0.4595102535173099,0.45721936550542636,0.44227125109519505,0.4762796979990435,0.4081612840360624,0.37237117580592516,0.33733753202058836,0.35890765467545727,-0.300155767299931,-0.43674848483917655,-0.5144620956166435,-0.4862367936234197,-0.45280405856810074,-0.4316346452494457,-4.828968169712106,-5.840728968271673,-5.95728878138684,-5.675473143595556,-6.173761574313319,-5.222596369000678,-12.625734835527306,-11.40253558255794,-11.630403680822125,-11.09465673060535,-11.950768581371086,-11.059904724766168,6,6,4.19
City of Cabuyao,Baclaran,2025,Dry,51.9,89.6,48.5,22.0,167.5,369.0,25.93,26.02,26.93,28.94,28.9,27.91,82.82,82.39,80.85,76.32,78.24,83.1,0.45074682475041594,0.4646626348942806,0.4813732118386107,0.46399598938051956,0.4656958849974192,,0.36483989707175807,0.3362136362834877,0.35181797617807176,0.3918946069560275,0.4020859314072016,,-0.44615154659224565,-0.4404448259057665,-0.46759834009294887,-0.45361375387793135,-0.4550873748482329,,-6.127413588469209,-6.505249765976728,-6.6368453276674,-6.273433096791592,-6.808902670430032,-3.6439502362702902,-11.660164677032721,-12.005771134518382,-11.99817936884973,-14.715382904182727,-11.819120191249493,-12.844282907050443,5,6,4.04
City of Cabuyao,Banaybanay,2025,Dry,68.0,136.1,70.3,26.8,131.2,329.7,25.57,25.83,27.01,29.47,28.85,27.29,83.8,82.09,78.08,71.33,77.71,87.27,0.451555340823668,0.4148624871453999,0.39765658492897843,0.3314971058594823,0.34966412794488755,0.04081396758556366,0.3600709831403279,0.31943115486921886,0.27852346934465483,0.25203678377093514,0.2519609788480258,0.21635204553604126,-0.4445507571266499,-0.40864951748984796,-0.40934999138872774,-0.3623201766168842,-0.3690728210977791,0.010116560384631157,-5.895419572931207,-6.604347247077044,-6.5130568944156435,-5.656806713703923,-6.602723258315832,-2.635214362895959,-11.451417471960157,-11.83533140582429,-11.95588114153965,-14.951583639258999,-12.094707006268374,-12.747639020205723,6,6,4.86
City of Cabuyao,Bigaa,2025,Dry,51.9,89.6,48.5,22.0,167.5,369.0,25.58,25.66,26.57,28.59,28.55,27.55,82.79,82.35,80.81,76.27,78.18,83.04,,0.562762317318761,0.5213484244697252,0.4694332722243122,0.4679067580641461,,,0.5065239885721696,0.41233071208089317,0.3986655946479378,0.36928536541436924,,,-0.5037842932111727,-0.4911027038258205,-0.4551265832433755,-0.45858001620393085,,-6.124020667974272,-6.410914504630865,-6.349802377113248,-7.0055521688253934,-5.9767595977775105,-4.72006064947134,-12.37930149040874,-12.450310070855501,-12.425015865733371,-14.174443605910145,-11.898453959024398,-12.164997974176167,4,6,4.4
City of Cabuyao,Gulod,2025,Dry,51.9,89.6,48.5,22.0,167.5,369.0,25.95,26.02,26.93,28.95,28.91,27.92,82.82,82.39,80.85,76.32,78.25,83.1,0.5281960319427347,0.5242895519152121,0.48875331910220177,0.44002623634878163,0.41180760482340995,,0.45368936159224854,0.45577523045314366,0.3886622412708097,0.37965337527924553,0.3416022705352267,,-0.4870700489280516,-0.4760828493083142,-0.46836527706016357,-0.44054520435203715,-0.41865413271844226,,-6.830834243597119,-7.462507272964689,-7.401795262657267,-7.923163845261175,-7.788199485484321,-6.7516344779420985,-12.723034101377584,-12.959715766835837,-12.871421990554527,-15.179117859008521,-13.434465735468688,-14.510320884173613,5,6,4.39
City of Cabuyao,Mamatid,2025,Dry,68.0,136.1,70.3,26.8,131.2,329.7,25.65,25.9,27.1,29.54,28.93,27.35,83.81,82.1,78.08,71.34,77.73,87.29,0.3841528613206065,0.30229519700463486,0.37659015561322534,0.34560675831367366,0.36164354639905905,,0.2809900247511622,0.21983430124331532,0.26794002801378264,0.2724125997069698,0.2980636234907262,,-0.4240253976628314,-0.32315708728148257,-0.41578445023808724,-0.38477613707544767,-0.3904002722990724,,-5.017230113657932,-5.515770380462091,-5.445313071613983,-4.002566579353664,-5.5461192252612594,-1.591615378734477,-10.359649465924457,-10.41321014440428,-10.531354170438659,-12.967460993337163,-10.633263190340848,-11.237141962994677,5,6,4.26
City of Cabuyao,Marinig,2025,Dry,51.9,89.6,48.5,22.0,167.5,369.0,25.58,25.66,26.57,28.59,28.55,27.55,82.79,82.35,80.81,76.27,78.18,83.04,0.5145508500803448,0.42258751565788866,0.4161880570918132,0.3661964681277743,0.40613527912710057,,0.5243010581698407,0.34980784131543496,0.3209220856393754,0.2997228850722873,0.33004107715259384,,-0.47059410706125093,-0.40694983104858284,-0.42179886129125177,-0.38574209853537045,-0.41378461261032207,,-6.465646993901915,-6.779348904841197,-6.918100161751048,-7.1495128764643665,-6.711873563280674,-5.210088638515885,-11.91647363260026,-11.886770290387622,-12.0290973815085,-14.255379860574134,-11.73214702873212,-12.407231150488746,5,6,4.51
City of Cabuyao,Niugan,2025,Dry,51.9,89.6,48.5,22.0,167.5,369.0,25.88,25.97,26.88,28.9,28.86,27.85,82.82,82.39,80.84,76.32,78.24,83.1,0.6867949175330573,0.4499509134482727,0.436656313345027,0.3523789768098659,0.3863214863541027,,0.6058705265824454,0.3755054219134794,0.3172516951080703,0.27888909841196236,0.28160108281005014,,-0.6150986861094887,-0.4208752950063087,-0.4266889706136327,-0.35643291692391543,-0.37872410757867103,,-5.831310463577649,-6.574333013464937,-6.7345789051531195,-6.806311338609949,-6.678222192091589,-4.220330954649633,-11.800251579997441,-12.195400136568287,-12.605259516477627,-15.020721998749458,-12.418200120338163,-12.68887460878278,5,6,4.96
